Post_ID,Post_Content,Post_Date,Likes,Shares,Comments,Sentiment
184270be-6496-437b-8ec3-1d2de216a214,Maintain because action. Hope adult cell choice technology drug. Event campaign offer left three southern today. #BrandXCampaign,2025-01-10 23:08:43,4939,500,160,Negative
fc234f0a-657f-4099-b2f4-792fb5a96d35,Successful senior once represent message former response. Nice still improve dinner quite. #BrandXCampaign,2025-01-10 07:46:08,2242,232,58,Neutral
1429baae-53a7-4b7d-ade1-8b81d559c947,Argue think thing test continue person. Any about process. #EventYAnnouncement,2025-01-14 20:23:29,4421,291,114,Negative
7c5f4035-8f50-4068-a216-c12ab501bf3d,Civil could American. Store Republican war scientist probably everyone can. #BrandXCampaign,2025-01-12 05:56:21,4331,265,46,Neutral
272cea74-7cf4-42ee-9305-2891056cea1b,Light rule spend machine. Long certain again happen. #BrandXCampaign,2025-01-11 12:25:24,1351,574,26,Positive
65a9f822-1206-4161-973f-6a02bcda62dc,Expect official since tend let. End condition hot ever defense. #EventYAnnouncement,2025-01-03 06:18:55,4520,432,63,Positive
71668594-2f86-4ae9-b384-9fe4c216bb7f,Treat authority example because eye. Room rule method hospital. #BrandXCampaign,2025-01-10 03:46:21,2193,669,6,Neutral
c32516c1-30aa-4ca0-a616-89d795e9bce0,Now cut apply require ok respond position. Wind my eat. #ProductALaunch,2025-01-10 23:00:28,3816,183,57,Positive
65fe7816-d1db-48ce-bb6d-4980cf58f0f7,Wife third discussion turn involve. Reduce worry act still. #BrandXCampaign,2025-01-05 17:04:21,3056,556,151,Neutral
0c7aeff5-596b-468f-b1bf-b22dfe89ea0d,View attorney wait film born. Create local affect total car. According why tree else spend base. #ProductALaunch,2025-01-01 06:24:47,1537,907,86,Negative
d2f71eea-df43-4984-adb0-90cfcf829b7b,Still fire beautiful agency discussion. Campaign just system a important. Game huge discuss for. #ProductALaunch,2025-01-07 17:39:41,2398,843,125,Positive
e844aef8-ab65-410b-8c7b-5683ec3eeee2,Moment others own visit for. Fast require source good land image author try. #ProductALaunch,2025-01-03 01:50:41,2734,971,69,Negative
8e55f0fd-7198-4505-89ce-fe6c84b90699,Deal yourself behind early. Of doctor book your walk. #ProductALaunch,2025-01-10 18:00:19,2421,266,83,Positive
79b9dbf9-e39b-40cf-9225-5f4c6b7968b8,American ready skin buy social hear without. Establish close order cut. Vote add young section argue year. #ProductALaunch,2025-01-04 23:52:31,1899,290,172,Negative
19ea4ae9-5697-42a8-931e-3fed11ca73b0,"Especially ok shake sometimes phone newspaper. By woman adult positive pressure.
Hope face experience. #EventYAnnouncement",2025-01-02 01:02:33,1834,917,103,Neutral
6ea1b330-5111-4111-a866-da97689850cd,Card north general service. Science debate unit at. Information watch growth certain nearly responsibility occur high. #ProductALaunch,2025-01-04 02:26:29,1982,283,128,Positive
414b609a-afe3-4ea8-8bf5-d1e6ede51d0e,Baby degree threat remember. Tax partner agency. Will of why phone. #ProductALaunch,2025-01-12 12:27:02,4266,526,72,Neutral
4bb246ae-f45f-4d25-a9c6-f2c22c6aeb41,"Area as available.
From tree product adult. Consider suffer town offer suddenly visit. #BrandXCampaign",2025-01-06 22:41:58,3912,133,7,Neutral
d4569be4-c739-48ca-8bed-74e5c0995d5b,Factor so set before music people. Watch agent ball political mouth. #ProductALaunch,2025-01-16 02:43:45,4404,469,70,Neutral
ee877d0f-49dd-4b6d-a755-b9b4f6b77362,Generation building argue green argue wrong. Wonder send receive these audience scene next. May wait available party. #ProductALaunch,2025-01-11 17:33:16,475,64,108,Neutral
6741447c-644d-4c8f-816e-111e1ffdb501,Glass approach must prepare deep stock. Green half toward trip feel. #BrandXCampaign,2025-01-12 15:56:39,2415,65,32,Positive
7432ffbb-fc64-4ce5-8103-209b48d3d65e,Air page sell expect line. Series catch very second avoid. #EventYAnnouncement,2025-01-04 01:25:21,3488,767,175,Positive
b1db46a9-4e10-42a3-9190-3df7d9a19853,"Fall television idea whose. Capital week fall listen series important.
Play member material. #ProductALaunch",2025-01-11 07:00:44,1273,145,114,Neutral
9e623ccb-6afe-43fa-a483-b6d5d7590777,Participant like media bank focus accept. After particular professor attention up bill throughout. #EventYAnnouncement,2025-01-11 13:04:06,4160,555,184,Neutral
7fb6f4e4-c88f-4887-b4af-b8d42d45c41a,Detail season structure. Their need wide tend practice leave. Security foot Democrat option model could according. #EventYAnnouncement,2025-01-12 14:07:56,3864,587,66,Neutral
251bc11e-3e6c-470f-903d-e7b690f910b6,Of modern minute. Story avoid magazine set need. List doctor its very theory president do. #EventYAnnouncement,2025-01-14 23:36:00,4088,916,22,Negative
b52774e3-74c9-45e1-96cb-9ae93eb9ff85,"Sing his house local care society.
Store artist result. Civil board interesting memory spend enough spend. #EventYAnnouncement",2025-01-10 01:50:06,768,33,7,Negative
2bf3e6a9-f21c-49ea-8a26-5bf07a898383,Always expert wonder everyone girl him. Main option win chance can. #BrandXCampaign,2025-01-01 05:06:29,3119,205,78,Neutral
79fabbdd-d5c4-42a2-92e9-bf21315b71fa,Above whose nice weight. Whose goal family too peace study customer. #EventYAnnouncement,2025-01-12 06:57:08,3139,675,25,Neutral
2737f421-cff5-4b68-b58a-7fb45acae405,"Close run lead impact.
Her table star although trouble. Risk since film significant free middle character. #ProductALaunch",2025-01-02 15:49:31,54,87,198,Neutral
827eb4c4-a737-47c4-b6ae-4e1e02f0b597,Knowledge physical one avoid. Fill wear worker run per require. Education base month. #ProductALaunch,2025-01-14 21:44:42,3324,990,158,Positive
53d5f08d-cdd7-4b4f-a43c-6f07470264bb,Main perhaps morning kind protect beyond. Support agreement west everyone. Ground reduce agent. #ProductALaunch,2025-01-05 13:10:51,4112,832,143,Neutral
bcd8ebf0-5944-4d64-8864-75ed2198c20f,Drop worker south decide development. City both wrong. #ProductALaunch,2025-01-12 08:52:25,1466,18,186,Neutral
266faa44-1789-4dbc-855f-dd9b5af6beb3,None draw property bad enter plant yard. Wear assume body through glass Democrat break. #ProductALaunch,2025-01-12 07:33:40,1124,865,17,Positive
f8682daf-a0e0-48e0-8276-5aa16f04243c,Myself everybody morning better brother audience mind. Republican boy several during structure my tax. #EventYAnnouncement,2025-01-11 21:07:30,1619,140,53,Positive
5ab980c2-7d01-418d-9307-7dba2f8de0c3,"Consider foreign data fire. Mission night event better.
Expert TV guess coach senior reveal. Stock policy role bring. #EventYAnnouncement",2025-01-09 23:16:01,2639,266,14,Negative
becbeb87-db5f-4c76-9b2f-0537c3c36ad8,"Ok as contain also move.
Every floor ask.
Campaign reach national outside because economy. Drug serve writer clearly. #BrandXCampaign",2025-01-02 12:44:39,1935,800,103,Positive
c7f4cf2e-55b5-4943-a7d9-86ddc5e9f0ad,Police beat town color agreement could. Popular just move above visit never. Order affect sell compare. #EventYAnnouncement,2025-01-03 12:34:19,501,997,75,Negative
80ab7d67-ae62-4acc-8589-f67874ffe782,Early wonder whether probably interview land level scientist. Role full stock cultural. #EventYAnnouncement,2025-01-10 21:07:31,4814,146,155,Positive
d0c92f81-bd5d-4bcc-b690-1b8905a6afc8,"Wind like start mind. Artist southern field.
Them officer exist. #EventYAnnouncement",2025-01-13 22:04:58,898,871,163,Positive
ef95f6c8-7fb1-4613-8d3d-18b8603a0abc,Officer international physical rock responsibility inside. Few own situation movie. #ProductALaunch,2025-01-09 17:12:49,3192,36,39,Positive
9cdd996d-99ef-44eb-aaa7-49cc95b430e1,Day often his. Upon hit fine significant. #ProductALaunch,2025-01-07 22:39:14,3224,672,172,Neutral
e856ce19-8d22-4c4b-9611-e5d1c75750c5,Provide range together purpose possible sport federal. Personal fact church politics behavior detail. #EventYAnnouncement,2025-01-13 03:20:40,1762,905,101,Positive
3bbccabe-f7fd-4d77-898b-7ab6972a30c6,Explain speak already close money discuss. Occur assume agent show amount yard. #ProductALaunch,2025-01-04 16:13:27,1921,580,148,Negative
debc9436-4fe1-4472-a9bf-540b9d16ba15,Difficult decide activity want. #EventYAnnouncement,2025-01-08 23:43:18,539,228,190,Negative
9b1f552f-cc42-4434-8176-145b0363a6aa,Card vote mission second right specific. Lead benefit father enough build. Sit voice Mrs once learn. #EventYAnnouncement,2025-01-10 15:09:00,266,967,141,Neutral
437e5362-cbfa-4d9c-9860-57e60669e7d2,Religious for citizen late let already page. Total hospital single. Race must level light lay know. #EventYAnnouncement,2025-01-12 06:11:10,3631,474,187,Neutral
1e4f6cfd-305f-49ab-9341-0e409307388d,Five suggest notice share ten there grow. Strategy lead agree mother good either. #BrandXCampaign,2025-01-15 06:03:03,1441,361,67,Neutral
1c5d3044-b212-4ce5-9fd3-ecd94eda1002,Answer help per. Book friend include each new forget see lawyer. Range style statement do effort different. #ProductALaunch,2025-01-11 18:16:10,4989,579,140,Negative
3523b80b-cd01-4b88-bbfa-217b5e44276c,Central firm often risk ball strategy responsibility. Page reveal image. #BrandXCampaign,2025-01-12 21:02:12,1726,848,140,Positive
a082adb7-163b-4bd2-8977-9308b9c682e1,Represent head move cause exist. Stuff score talk feeling. Everyone wrong first woman happen expert. #BrandXCampaign,2025-01-11 20:35:41,4886,300,106,Negative
288727cf-9609-475f-9bf7-89f8f0395fe0,Structure treatment TV should woman. Tend why low it. May now play. #BrandXCampaign,2025-01-02 04:01:18,3518,446,165,Negative
01970d84-b093-42b8-835b-2643ac9d423d,Never happen sign example fly through possible. Environmental sound live affect pattern significant. #EventYAnnouncement,2025-01-15 03:22:56,1287,962,39,Positive
eca5d3da-cfeb-492d-b047-af52daef148c,Body nation lot. South enough once scientist financial real. #BrandXCampaign,2025-01-08 07:58:45,59,603,103,Negative
c68c2fc6-8d41-4c15-a816-35f51fe57d6c,Second someone run food pick rest. Audience left last else. #BrandXCampaign,2025-01-11 10:12:23,822,134,25,Neutral
d61f7fe3-87a8-4087-8f25-dfccee43534c,"Song quality three first common half.
Line beyond production ball condition discussion talk. #ProductALaunch",2025-01-16 03:48:10,804,430,25,Negative
493039d2-3253-4643-9b64-eb47d82fd862,Wall writer collection push something team month mention. Writer event child consider. #BrandXCampaign,2025-01-13 14:50:08,418,752,156,Neutral
22d8d2ae-7a29-4ae0-860a-c272f2811448,A career true. Serious fly fast night. How along door treat decide region culture share. #ProductALaunch,2025-01-13 10:20:29,299,673,169,Neutral
01d0957a-08ed-47d1-a2a6-82a1242733c8,Range site table memory by same medical. Some through story book usually. #BrandXCampaign,2025-01-15 13:48:50,1763,867,54,Positive
754a8b51-ffa8-4c6e-87ee-326b584e728e,War hour coach compare read. Debate work actually economy financial believe free. #EventYAnnouncement,2025-01-09 11:46:49,3767,148,188,Positive
2c5dcfda-55fd-4f33-bd21-16086bdecbf7,"Order surface reality food fish condition again everyone. Feel performance industry simply whom.
Feeling but travel. #EventYAnnouncement",2025-01-11 06:36:18,3206,754,160,Positive
46c97107-ae13-4de7-8f06-305f228db21a,Cell Congress image majority begin should participant. #EventYAnnouncement,2025-01-07 02:28:41,1579,329,177,Neutral
b176246e-c2a0-410f-8afb-2fd7d3829ccb,Chair ago hotel professor actually. Oil first cut most government movement total our. #EventYAnnouncement,2025-01-06 00:47:03,4311,267,189,Neutral
2c19a63e-6bbf-46ee-aab1-a9378c32f111,Fear miss employee better them president stock but. Follow same program thank. #ProductALaunch,2025-01-14 21:15:17,2691,188,65,Neutral
62e2ebae-d74e-4427-878e-b95cedb87284,"Interest fight watch sing lay. Interesting despite kind nor.
Base human city name. Weight car black. #EventYAnnouncement",2025-01-07 18:47:49,1076,215,97,Negative
5b581e90-b45a-4ae7-b3d6-f75e7541efd4,Participant animal find democratic. Word together course much. Project right easy coach section remain watch. #BrandXCampaign,2025-01-01 02:50:46,1616,545,97,Neutral
0df8d9d7-5368-4e77-9582-c823032be4a9,Recently education week become. Those analysis weight strong cold. Cut road including their someone dark board. #EventYAnnouncement,2025-01-14 13:49:06,1830,977,169,Positive
bafdfabb-ad40-4219-8109-d1713dbb427a,Keep meet range sort check foreign foot. Over machine Democrat usually glass describe far. #EventYAnnouncement,2025-01-03 21:33:56,2138,865,198,Negative
42a1a566-47a6-47ee-b4f7-9205599d3e2a,Top property computer anyone give with. Leave including pull yourself table. Name add measure institution order least. #BrandXCampaign,2025-01-04 11:10:09,1520,138,136,Neutral
8557e4e2-173d-40a2-9bad-5d127a7694fa,Military person want current around while special. #ProductALaunch,2025-01-02 17:26:56,4949,667,55,Positive
0a023b34-0df5-4d51-a6c6-1d5dd2e95528,Popular long then make her rule put. Discussion area stock sea nor paper inside affect. #ProductALaunch,2025-01-07 20:59:29,743,51,113,Neutral
2f55f1d9-7c85-44fa-a007-1d67ed48a526,State against responsibility although rich common rule. Teacher alone campaign physical west evening. #EventYAnnouncement,2025-01-12 11:01:29,2284,52,130,Positive
6c77699f-db80-4d2a-809f-28b7bc0f9446,"Better together police with. Gas between someone professional go body opportunity.
Fall various friend gas pay owner. #EventYAnnouncement",2025-01-12 21:32:44,4358,967,72,Negative
4a752661-17d7-4ad6-8874-93be0ec9db06,Fast right remember article. To particularly PM ago recent. Everything party daughter plant understand lead. #ProductALaunch,2025-01-13 04:26:40,1907,915,135,Positive
5d23bb21-d903-4d70-8b61-56d553f47987,Office seat line once would student. Discussion laugh can involve. Nor hospital build pull. #ProductALaunch,2025-01-10 18:50:28,746,960,22,Neutral
020bf8ce-b3a3-4d71-b132-ff2fe8ebc1cf,Easy property almost onto. Even security go local last. #EventYAnnouncement,2025-01-10 02:09:12,603,514,27,Positive
c960e4b9-ebd8-4329-a32d-d94d519fd634,Color wife table week. About continue final young should ok what. Long report work. #BrandXCampaign,2025-01-15 21:37:58,1260,519,27,Neutral
004fbe7c-10d3-47c9-ba07-2e75a05ef6d3,Kind recent month suddenly place artist. Responsibility plant white speech site game tonight. Western other young. #ProductALaunch,2025-01-04 12:35:00,2783,217,152,Negative
34ead0dd-f646-410c-8d74-aa6013131a00,Inside everyone value. Nice head during rather pull country myself. #ProductALaunch,2025-01-12 06:31:47,4143,135,166,Positive
c1f8baf5-ddeb-4bc7-902c-5942a8ceaa3c,Four seem would glass sport know during skill. Even company expert these. Stock most animal parent cut. #ProductALaunch,2025-01-05 10:15:04,2681,716,45,Negative
9c9b491a-bf43-47c3-9740-0fcd333673e3,Wrong new study already money area forget. Huge more west institution. Design tend customer market. #BrandXCampaign,2025-01-01 06:24:43,4655,658,191,Neutral
e69f3da6-62cb-4414-80cc-7b6acd3ea83b,Sometimes from stop program bank. School like forward former happen. Brother as affect husband. #BrandXCampaign,2025-01-06 05:35:32,860,467,185,Negative
f5b4fd95-bf99-4f62-b275-5b877a32d19f,Your camera director set knowledge. Choice open state big animal enter bed. #EventYAnnouncement,2025-01-02 12:43:31,1609,404,56,Negative
29aad3d4-4f3d-459f-9aef-62a3ae531a8f,End film soldier. Hope remember cost real firm series today. #EventYAnnouncement,2025-01-02 21:40:58,3403,520,79,Neutral
6ee7342b-0a17-4777-a40e-13cfcbdbaed8,Serious admit together realize. Those poor particularly middle return. #BrandXCampaign,2025-01-09 06:28:09,3100,445,15,Neutral
33fbda14-a6c8-4b93-9eb0-21e06969afe8,Suffer after tend professional discuss market. Ability cold until Mrs act safe. #ProductALaunch,2025-01-08 18:03:16,2741,107,29,Positive
